הזמנה,תאריך,סטטוס הזמנה,מס. לקוח,שם לקוח,סוג מכירה,תאור סוג מכירה,מס' סוכן,שם סוכן,לטיפול,"מק""ט",ת. אספקה,מחיר מינימום,תאור מוצר,"מחירון בסיס ש""ח","מחיר בתעודה ש""ח",מחירון בסיס USD,מחיר בתעודה USD,מחירון בסיס,מחיר בתעודה,מטבע שורה,כמות,"סה""כ ב-ש""ח","סה""כ ב-USD","סה""כ במטבע הזמנה","סה""כ אחרי הנחה",מטבע הזמנה,יתרה לאספקה,תשלום מראש,סגורה?,פרויקט,תאור פרויקט,מספר פעילות (WBS),מספר פעילות,שם פעילות,סטטוס שורת הזמנה,כ.ארוזה/דווח פנימי,מהדורת מוצר,מהדורת עץ מוצר
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,34000166,1/23/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,7.08,0.00,25.50,"ש""ח",40,1020.00,283.18,1020.00,1020.00,"ש""ח",7,,,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000009,1/23/2025,0.00,22X1.5+1X2.5+1X4 כבל,0.00,27.97,0.00,7.77,0.00,27.97,"ש""ח",500,13985.00,3882.57,13985.00,13985.00,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000010,1/23/2025,0.00,14X1.5+1X2.5+1X4 כבל,0.00,19.47,0.00,5.41,0.00,19.47,"ש""ח",500,9735.00,2702.67,9735.00,9735.00,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000011,1/23/2025,0.00,8X1.5+1X2.5+1X4 כבל,0.00,13.80,0.00,3.83,0.00,13.80,"ש""ח",500,6900.00,1915.60,6900.00,6900.00,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000028,1/23/2025,0.00,כבל 5X1.5 XLPE,0.00,4.22,0.00,1.17,0.00,4.22,"ש""ח",150,633.00,175.74,633.00,633.00,"ש""ח",-350,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000079,1/23/2025,0.00,כבל הארקה 25 ממ' צ/' קשיח (בתוף 500 מ'),0.00,11.90,0.00,3.30,0.00,11.90,"ש""ח",500,5950.00,1651.86,5950.00,5950.00,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000006,1/23/2025,0.00,כבל 3X1.5 N2XY,0.00,2.46,0.00,0.68,0.00,2.46,"ש""ח",200,492.00,136.59,492.00,492.00,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000012,1/23/2025,0.00,שוט  ג'בו 2.5X4,0.00,766.30,0.00,212.74,0.00,766.30,"ש""ח",2,1532.60,425.49,1532.60,1532.60,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,34000166,1/23/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,7.08,0.00,25.50,"ש""ח",4,102.00,28.32,102.00,102.00,"ש""ח",4,,,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,13000005,1/23/2025,0.00,(שלט ללחצן ה.רגל א44-(חד צדדי,0.00,87.00,0.00,24.15,0.00,87.00,"ש""ח",1,87.00,24.15,87.00,87.00,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000229,1/22/2025,מאושרת לבצוע,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,13000019,1/23/2025,0.00,שלט ללחצן ה.רגל א44-(דו צדדי),0.00,102.00,0.00,28.32,0.00,102.00,"ש""ח",2,204.00,56.64,204.00,204.00,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000230,1/23/2025,שולמה,106092,"אריאל חברה עירונית לניהול קריית ספורט בע""מ",000,כללית,,,עירית בלילטי,000,1/23/2025,0.00,שלט,0.00,250.00,0.00,69.41,0.00,250.00,"ש""ח",2,500.00,138.81,500.00,500.00,"ש""ח",2,,Y,PR25000024,היכל הפיס ארנה,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,19000987,1/29/2025,0.00,בורג איסכורית ראש קודח 4 סמ',0.00,0.19,0.00,0.05,0.00,0.19,"ש""ח",200,38.00,10.55,38.00,38.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,30000006,1/29/2025,0.00,"בורג קודח מושחר ""#8X1",0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",100,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,24000509,1/29/2025,0.00,פיוז 2.5A  SB  (20X5,0.00,0.82,0.00,0.23,0.00,0.82,"ש""ח",100,82.00,22.77,82.00,82.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,24000367,1/29/2025,0.00,פיוז  20X5) 1A  SB ),0.00,0.70,0.00,0.19,0.00,0.70,"ש""ח",100,70.00,19.43,70.00,70.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,19000134,1/29/2025,0.00,קצף פוליאוריטן,0.00,12.00,0.00,3.33,0.00,12.00,"ש""ח",10,120.00,33.31,120.00,120.00,"ש""ח",-2,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,19000029,1/29/2025,0.00,תרסיס ספריי  ירוק,0.00,5.95,0.00,1.65,0.00,5.95,"ש""ח",10,59.50,16.52,59.50,59.50,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,19000030,1/29/2025,0.00,תרסיס  ספריי צהוב,0.00,5.95,0.00,1.65,0.00,5.95,"ש""ח",10,59.50,16.52,59.50,59.50,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,19000070,1/29/2025,0.00,תרסיס ספריי שחור,0.00,5.95,0.00,1.65,0.00,5.95,"ש""ח",10,59.50,16.52,59.50,59.50,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,19000073,1/29/2025,0.00,תרסיס ספריי לבן,0.00,5.95,0.00,1.65,0.00,5.95,"ש""ח",10,59.50,16.52,59.50,59.50,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,19000008,1/29/2025,0.00,תרסיס נגד חלודה   WD40,0.00,16.90,0.00,4.69,0.00,16.90,"ש""ח",10,169.00,46.92,169.00,169.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,30000030,1/29/2025,0.00,אום משושה  5/16  BSW,0.00,0.05,0.00,0.01,0.00,0.05,"ש""ח",200,10.00,2.78,10.00,10.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,30000015,1/29/2025,0.00,בורג הדוק 5/16X80  הברגה מלאה,0.00,0.26,0.00,0.07,0.00,0.26,"ש""ח",200,52.00,14.44,52.00,52.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000231,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,30000130,1/29/2025,0.00,דיסקית קפיץ מגולוון 5/16,0.00,0.05,0.00,0.01,0.00,0.05,"ש""ח",100,5.00,1.39,5.00,5.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000232,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,20000976,1/29/2025,0.00,מכשיר בדיקת מוליכות מצברים CELLTRON ADVANTAGE,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",0,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000232,1/25/2025,בוצעה,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,28000033,1/29/2025,0.00,מצבר 12MVR65 65 AH,0.00,577.00,0.00,160.19,0.00,577.00,"ש""ח",24,13848.00,3844.53,13848.00,13848.00,"ש""ח",24,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25000234,1/26/2025,בוצעה,106034,"נת""ע-נתיבי תחבורה עירוניים להסעת המונים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,11000116,1/26/2025,0.00,PRIMARY BACKPLANE 3522 704 24432,0.00,267.86,0.00,74.36,0.00,267.86,"ש""ח",1,267.86,74.36,267.86,267.86,"ש""ח",0,,Y,PR24000133,"נת""ע-קו ירוק סגול",,0,,,0,,
SO25000236,1/26/2025,בוצעה,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,14000209,1/26/2025,0.00,עמוד תקתקן עם דלת 1.80 מ' 4'',0.00,339.50,0.00,94.25,0.00,339.50,"ש""ח",7,2376.50,659.77,2376.50,2376.50,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000236,1/26/2025,בוצעה,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,34000014,1/26/2025,0.00,"צינור שרשורי  ""2  שחור",0.00,2.44,0.00,0.68,0.00,2.44,"ש""ח",100,244.00,67.74,244.00,244.00,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000236,1/26/2025,בוצעה,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,17000028,1/26/2025,0.00,כבל 5X1.5 XLPE,0.00,4.22,0.00,1.17,0.00,4.22,"ש""ח",200,844.00,234.31,844.00,844.00,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000236,1/26/2025,בוצעה,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,17000042,1/26/2025,0.00,כבל הארקה 10 מ''מ צ/י קשיח (בתוף 500 מ'),0.00,4.90,0.00,1.36,0.00,4.90,"ש""ח",100,490.00,136.04,490.00,490.00,"ש""ח",-100,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000236,1/26/2025,בוצעה,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,34000166,1/26/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,7.08,0.00,25.50,"ש""ח",10,255.00,70.79,255.00,255.00,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000236,1/26/2025,בוצעה,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,33000040,1/26/2025,0.00,"תקתקן אקוסטי 220V דגם ""מנורה""",0.00,1585.83,0.00,440.26,0.00,1585.83,"ש""ח",10,15858.30,4402.64,15858.30,15858.30,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,20000913,1/26/2025,0.00,מפתח בריכות,0.00,144.98,0.00,40.25,0.00,144.98,"ש""ח",2,289.96,80.50,289.96,289.96,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,20000225,1/26/2025,0.00,"מברשת צבע ""4 (3000)",0.00,11.00,0.00,3.05,0.00,11.00,"ש""ח",1,11.00,3.05,11.00,11.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,38000006,1/26/2025,0.00,מגשר רשת 2 מ',0.00,3.40,0.00,0.94,0.00,3.40,"ש""ח",15,51.00,14.16,51.00,51.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25000547,1/26/2025,0.00,מנתק חא חד קטבי ABB S201M C16,0.00,17.06,0.00,4.74,0.00,17.06,"ש""ח",10,170.60,47.36,170.60,170.60,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001355,1/26/2025,0.00,מנתק חא חד קטבי ABB SH201 C13,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",10,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001076,1/26/2025,0.00,"ממ""ט  ABB S201M C10 1X10A",0.00,17.05,0.00,4.73,0.00,17.05,"ש""ח",10,170.50,47.33,170.50,170.50,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25000621,1/26/2025,0.00,"פס דין לח""א  מחורץ נמוך",0.00,5.20,0.00,1.44,0.00,5.20,"ש""ח",1,5.20,1.44,5.20,5.20,"ש""ח",-1,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000307,1/26/2025,0.00,תעלה מחורצת  25X60,0.00,7.99,0.00,2.22,0.00,7.99,"ש""ח",2,15.98,4.44,15.98,15.98,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19001150,1/26/2025,0.00,תעלה מחורצת  40X60,0.00,8.20,0.00,2.28,0.00,8.20,"ש""ח",2,16.40,4.55,16.40,16.40,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000880,1/26/2025,0.00,סרט דיו פי טאץ' 12 מ''מ TZ231 שחור/לבן למדפסת BROTHER,0.00,84.53,0.00,23.47,0.00,84.53,"ש""ח",1,84.53,23.47,84.53,84.53,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26001096,1/26/2025,0.00,מדפסת מדבקות פי טאצ' BROTHER 110,0.00,210.00,0.00,58.30,0.00,210.00,"ש""ח",1,210.00,58.30,210.00,210.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000134,1/26/2025,0.00,חוט אלק' גמיש 6004 ירוק,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",1,0.00,0.00,0.00,0.00,"ש""ח",-499,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000128,1/26/2025,0.00,"חוט  חשמל 2.5 ממ""ר אדום גמיש",0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",1,0.00,0.00,0.00,0.00,"ש""ח",-99,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000240,1/26/2025,0.00,"חוט  חשמל 2.5 ממ""ר שחור גמיש",0.00,1.30,0.00,0.36,0.00,1.30,"ש""ח",1,1.30,0.36,1.30,1.30,"ש""ח",-99,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001076,1/26/2025,0.00,"ממ""ט  ABB S201M C10 1X10A",0.00,17.05,0.00,4.73,0.00,17.05,"ש""ח",2,34.10,9.47,34.10,34.10,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001000,1/26/2025,0.00,"ABB  S201M 1X6  מאמ""ת",0.00,19.40,0.00,5.39,0.00,19.40,"ש""ח",3,58.20,16.16,58.20,58.20,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001001,1/26/2025,0.00,ממסר פחת 30MA  40A ABB חד פזי,0.00,102.00,0.00,28.32,0.00,102.00,"ש""ח",1,102.00,28.32,102.00,102.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001160,1/26/2025,0.00,מתאם גוויס על פס דין 1 מקום,0.00,3.30,0.00,0.92,0.00,3.30,"ש""ח",1,3.30,0.92,3.30,3.30,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001161,1/26/2025,0.00,שקע רשת RJ45 - גוויס,0.00,3.75,0.00,1.04,0.00,3.75,"ש""ח",1,3.75,1.04,3.75,3.75,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001322,1/26/2025,0.00,מהדק נתיך TB 4-HESI (5X20) I,0.00,3.37,0.00,0.94,0.00,3.37,"ש""ח",2,6.74,1.87,6.74,6.74,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001323,1/26/2025,0.00,דופן למהדק נתיך D-TB 4-HESI,0.00,0.30,0.00,0.08,0.00,0.30,"ש""ח",2,0.60,0.17,0.60,0.60,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001351,1/26/2025,0.00,מהדק אדום WDU 4 RD,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",2,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001352,1/26/2025,0.00,מהדק שחור WDU 4 BK,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",2,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001353,1/26/2025,0.00,מהדק WDU 4,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",2,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001110,1/26/2025,0.00,דופן למהדק WDU2.5-10,0.00,0.81,0.00,0.22,0.00,0.81,"ש""ח",6,4.86,1.35,4.86,4.86,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25000275,1/26/2025,0.00,מעצור למסילה 35  ES-35,0.00,1.15,0.00,0.32,0.00,1.15,"ש""ח",5,5.75,1.60,5.75,5.75,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001010,1/26/2025,0.00,קולט ברק דגם A9L20500 1P+N 20KA (שניידר אלקטריק),0.00,155.01,0.00,43.03,0.00,155.01,"ש""ח",1,155.01,43.03,155.01,155.01,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,22002891,1/26/2025,0.00,ספק כח PLANET IPOE-171-95W  כולל כבל מתח,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",1,0.00,0.00,0.00,0.00,"ש""ח",1,,,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001354,1/26/2025,0.00,ספק כח DRS-240-12,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",1,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,22002894,1/26/2025,0.00,TCP MODULE ADAM 6060,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",1,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,28000043,1/26/2025,0.00,PLX12-260FT(A)(12V260W) מצבר,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",1,0.00,0.00,0.00,0.00,"ש""ח",1,,,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000078,1/26/2025,0.00,כבל רשת 1 מ' מסוכך (9729),0.00,2.50,0.00,0.69,0.00,2.50,"ש""ח",15,37.50,10.41,37.50,37.50,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000238,1/26/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,38000006,1/26/2025,0.00,מגשר רשת 2 מ',0.00,3.40,0.00,0.94,0.00,3.40,"ש""ח",15,51.00,14.16,51.00,51.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
