תאריך,מק'ט,תאור מוצר,כמות,יח',כמות מפעל,יח' מפעל,תעודה,סוג תעודה,למחסן,איתור,הזמנה,מס' ספק,שם ספק
2/11/2025,26000468,אל פסק TADIRAN POWER 2KVA ON LINE G2L-2000VA/1800W,4,יח',4,יח',GR25000207,קבלות סחורה מספק,Main,0,PO25000231,2030787,"תדיראן פתרונות אנרגיה בע""מ"
2/11/2025,26001103,זיכרון למחשב 32GB RDIMM MT/s Dual Rank,4,יח',4,יח',GR25000208,קבלות סחורה מספק,Main,0,PO25000075,2030190,אדי פתרונות
2/11/2025,26001106,דיסק קשיח SSD SATA 1.92TB 6Gbps,2,יח',2,יח',GR25000209,קבלות סחורה מספק,Main,0,PO25000074,2030190,אדי פתרונות
2/11/2025,28000040,מצבר ליתיום 25.6V100AH BLF25.6V100P1,1,יח',1,יח',GR25000215,קבלות סחורה מספק,Main,0,PO24000552,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,28000040,מצבר ליתיום 25.6V100AH BLF25.6V100P1,1,יח',1,יח',GR25000215,קבלות סחורה מספק,Main,0,PO24000135,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,30000035,דסקית שטוחה 5/16X1.2X25,10000,יח',10000,יח',GR25000204,קבלות סחורה מספק,Main,0,PO25000210,2030337,"טכנו-בורג בע""מ"
2/11/2025,31000240,החלפת מצברים+מאווררים באל פסק TOPV PRO2K,1,יח',1,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,החלפת מאוורר+תיקון כרטיס ראשי TOP V PRO 2K,1,יח',1,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,החלפת בקרת מאוורר ומאורר ב TOP 2 K-LONG A5,1,יח',1,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,החלפת בקרת מאווררים+מאווררים TOP 3 KLONG,1,יח',1,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,תיקון כרטיס ראשי וכרטיס פיקודי באל פסק TRL2000,1,יח',1,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,החלפת בקרת מאווררים+מאווררים ותיקון כרטיס TOPVPRO2K,1,יח',1,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,החלפת בקרת מאוורר+מאורר TOP3 K-LONG,2,יח',2,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,תיקון כרטיס ראשי באל פסק TOP2 K-LONG,3,יח',3,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,תיקון כרטיס ראשי וכרטיס פיקודי אל פסק A-2000,3,יח',3,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/11/2025,31000240,תיקון כרטיס ראשי באל פסק TOP V PRO 2K,4,יח',4,יח',GR25000210,קבלות סחורה מספק,Main,0,PO25000128,2030056,"אדוויס אלקטרוניקה בע""מ"
2/13/2025,17000188,כבל NYY 3X2.5,1000,יח',1000,יח',GR25000216,קבלות סחורה מספק,Main,0,PO25000265,2030103,"ג.ברס שיווק (1983) בע""מ"
2/13/2025,19000045,חבק הידוק לבן 2.5X100,1,יח',1,יח',GR25000221,קבלות סחורה מספק,Main,0,PO25000249,2030337,"טכנו-בורג בע""מ"
2/13/2025,22000090,מנוע כנף BAT 400 GENIUS,1,יח',1,יח',GR25000219,קבלות סחורה מספק,Main,0,PO25000250,2030250,"עופר שערים אוטומטיים בע""מ"
2/13/2025,25000351,פס השוואת פוטנצילים 4X4X200,50,יח',50,יח',GR25000217,קבלות סחורה מספק,Main,0,PO25000124,2030420,"נ.חן חשמל בע""מ"
2/13/2025,26001109,רישיון לתוכנת ניהול וידאו סעיף 3.1,1,יח',1,יח',GR25000220,קבלות סחורה מספק,Main,0,PO25000251,2030404,"ווב טו סי בע""מ"
2/13/2025,26001110,רישיון תוכנת ניהול וידאו לערוץ סעיף 3.2,249,יח',249,יח',GR25000220,קבלות סחורה מספק,Main,0,PO25000251,2030404,"ווב טו סי בע""מ"
2/13/2025,26001111,רישיון תוכנת ניהול וידאו לערוץ סעיף 3.3,249,יח',249,יח',GR25000220,קבלות סחורה מספק,Main,0,PO25000251,2030404,"ווב טו סי בע""מ"
2/13/2025,30000010,בורג הדוק 1/2X60  הברגה מלאה,100,יח',100,יח',GR25000221,קבלות סחורה מספק,Main,0,PO25000249,2030337,"טכנו-בורג בע""מ"
2/13/2025,30000011,בורג הדוק 1/2X100 (הברגה מלאה),200,יח',200,יח',GR25000221,קבלות סחורה מספק,Main,0,PO25000249,2030337,"טכנו-בורג בע""מ"
2/13/2025,30000085,בורג הדוק 1/2X180,200,יח',200,יח',GR25000221,קבלות סחורה מספק,Main,0,PO25000249,2030337,"טכנו-בורג בע""מ"
2/13/2025,30000173,אום הידוק מגולוון 1/2 צול,200,יח',200,יח',GR25000221,קבלות סחורה מספק,Main,0,PO25000249,2030337,"טכנו-בורג בע""מ"
2/13/2025,30000234,דיסקית קפיץ 1/2 מגולוון,200,יח',200,יח',GR25000221,קבלות סחורה מספק,Main,0,PO25000249,2030337,"טכנו-בורג בע""מ"
2/13/2025,34000166,שק בטון מוכן התייבשות מהירה 25 ק''ג,288,יח',288,יח',GR25000218,קבלות סחורה מספק,Main,0,PO25000246,2030392,"בטון עטרות בע""מ"
2/16/2025,16000036,חוץ התראות ה. מחיר 1464 לשיפוץ מבנה יבנה,1,יח',1,יח',GR25000224,קבלות סחורה מספק,Main,0,PO25000254,2030071,"ארכה בע""מ"
2/16/2025,24000842,בורר 4 מצבים STAMQNW,8,יח',8,יח',GR25000222,קבלות סחורה מספק,Main,0,PO25000063,2030420,"נ.חן חשמל בע""מ"
2/16/2025,25000011,"ח""א   1X6A   6K(צ'ינט)",24,יח',24,יח',GR25000223,קבלות סחורה מספק,Main,0,PO25000070,2030420,"נ.חן חשמל בע""מ"
2/16/2025,25000331,"תושבת לח""א  תא שוטר",100,יח',100,יח',GR25000226,קבלות סחורה מספק,Main,0,PO25000123,2030692,"שי-בר מתכות בע""מ"
2/16/2025,25000494,"ח""א 1X4A  10K צ'ינט",12,יח',12,יח',GR25000223,קבלות סחורה מספק,Main,0,PO25000070,2030420,"נ.חן חשמל בע""מ"
2/16/2025,25000953,אל פסק( UPS TOP 2000 (AON2000-2,1,יח',1,יח',GR25000228,קבלות סחורה מספק,Main,0,PO25000260,2030056,"אדוויס אלקטרוניקה בע""מ"
2/16/2025,25000975,"ח""א 2A  6K (צינט)",12,יח',12,יח',GR25000223,קבלות סחורה מספק,Main,0,PO25000070,2030420,"נ.חן חשמל בע""מ"
2/16/2025,26000382,AS400 CARD 12PIN,1,יח',1,יח',GR25000228,קבלות סחורה מספק,Main,0,PO25000260,2030056,"אדוויס אלקטרוניקה בע""מ"
2/16/2025,31000043,סטופר לרמה של בקר דמבך,50,יח',50,יח',GR25000225,קבלות סחורה מספק,Main,0,PO25000118,2030692,"שי-בר מתכות בע""מ"
2/16/2025,32000020,פילטר מוגן מפלסטיק FB9803 150X150 מ''מ,200,יח',200,יח',GR25000227,קבלות סחורה מספק,Main,0,PO25000262,2030420,"נ.חן חשמל בע""מ"
2/17/2025,22000222,"BL-SMALL 30 מק""ט 323101(זרוע 3 מ')",2,יח',2,יח',GR25000229,קבלות סחורה מספק,Main,0,PO24000643,2030873,"סיסא אוטומציה ביתית בע""מ"
2/17/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",2,יח',2,יח',GR25000229,קבלות סחורה מספק,Main,0,PO24000643,2030873,"סיסא אוטומציה ביתית בע""מ"
2/17/2025,22001026,LIGHT 3 R/G P120077 00001,2,יח',2,יח',GR25000229,קבלות סחורה מספק,Main,0,PO24000643,2030873,"סיסא אוטומציה ביתית בע""מ"
2/17/2025,22001138,KIT-PB BL-SMALL N3/5-XT5-SPEED P120043 00001,2,יח',2,יח',GR25000229,קבלות סחורה מספק,Main,0,PO24000643,2030873,"סיסא אוטומציה ביתית בע""מ"
2/17/2025,22001245,PS LIGHT P120083,2,יח',2,יח',GR25000229,קבלות סחורה מספק,Main,0,PO24000643,2030873,"סיסא אוטומציה ביתית בע""מ"
2/17/2025,22002345,"מחסום NIGHT&DAY.3 מק""ט 320000 1.7 ש' RAL 9006",2,יח',2,יח',GR25000229,קבלות סחורה מספק,Main,0,PO24000643,2030873,"סיסא אוטומציה ביתית בע""מ"
2/17/2025,22002476,מצלמת PTZ BOSCH  MIC-7522-Z30W,1,יח',1,יח',GR25000231,קבלות סחורה מספק,Main,0,PO25000282,2030362,"לדיקו בע""מ"
2/18/2025,12000089,מסגרת לשלט כיוון מגולוון,200,יח',200,יח',GR25000242,קבלות סחורה מספק,Main,0,PO25000261,2030301,"שיר פלסט בע""מ"
2/18/2025,12000141,פס חיזוק לשלט כיוון,100,יח',100,יח',GR25000242,קבלות סחורה מספק,Main,0,PO25000261,2030301,"שיר פלסט בע""מ"
2/18/2025,16081977,PTZ NDP-5512-Z30L,2,יח',2,יח',GR25000235,קבלות סחורה מספק,Main,0,PO25000144,2030362,"לדיקו בע""מ"
2/18/2025,17000059,כבל CAT-7 חיצוני (OUTDOOR),1000,יח',1000,יח',GR25000232,קבלות סחורה מספק,Main,0,PO25000284,2030103,"ג.ברס שיווק (1983) בע""מ"
2/18/2025,17000111,כבל גל ירוק 10X2X06,1500,יח',1500,יח',GR25000233,קבלות סחורה מספק,Main,0,PO25000302,2030103,"ג.ברס שיווק (1983) בע""מ"
2/18/2025,19000008,תרסיס נגד חלודה   WD40,12,יח',12,יח',GR25000238,קבלות סחורה מספק,Main,0,PO25000187,2030503,"רז צ.צ טכני 2003 בע""מ"
2/18/2025,19001207,ארגז פלסטיק לאחסון ארגז PSS4313,20,יח',20,יח',GR25000237,קבלות סחורה מספק,Main,0,PO24000787,2030503,"רז צ.צ טכני 2003 בע""מ"
2/18/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",10,יח',10,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22000818,"BL-SMALL-SN מק""ט(323117)(זרוע מתקפלת)",10,יח',10,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22001179,PS LIGHT ALLU₪ Xtreme P120075,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002367,מפסק גבול לבולארד דקוטה       limit switch sensor for dkn 1,20,יח',20,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002450,מחסום 6 מ' N&D 36 XTREME RAL 9006 P940093 10102,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002451,מכסה לדים למחסום CROWN RGB N&D 36 XT RAL9006 P940095 10103,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002452,OMEGA PS XTREME 36 P120084 10000,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002453,זרוע 6 מ' למחסום XTREME BAR PS60 P120087 10004,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002454,LIGHT PS60 P120089 00004,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002695,תומך לזרוע מחסום P120050,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002695,תומך לזרוע מחסום P120050,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002724,KIT HYDRAULIC UNIT GR STEM 10MM I271439 60001,8,יח',8,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002725,KIT FLANGE/S GASKET GR I100366 600001,10,יח',10,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002727,KIT AL LIGHTS CAP 275 GR I271635 60001,4,יח',4,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002728,KIT STEM GUIDE SHOES K4 I300225 60001,15,יח',15,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002844,OMEGA FRA PS XTREME 36 P120094 10000,1,יח',1,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22002879,MOLLA N&D 68 Xtreme PURPLE P120061,2,יח',2,יח',GR25000239,קבלות סחורה מספק,Main,0,,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,22005361,CENTRALINA CSB-XT 230V 50/60Hz con staffa I271514 60001 (לו,7,יח',7,יח',GR25000239,קבלות סחורה מספק,Main,0,PO24000650,2030873,"סיסא אוטומציה ביתית בע""מ"
2/18/2025,24000424,מחבר BNC זכר RG-59,100,יח',100,יח',GR25000236,קבלות סחורה מספק,Main,0,PO25000276,2030139,"דגן מולטימדיה בע""מ"
2/18/2025,24000541,פין קפיצי 12.0X50 D-7343,50,יח',50,יח',GR25000240,קבלות סחורה מספק,Main,0,PO25000334,2030337,"טכנו-בורג בע""מ"
2/18/2025,24000960,ממסר אופטי CPC1335P/SMT,50,יח',50,יח',GR25000241,קבלות סחורה מספק,Main,0,PO25000131,2030526,חגי ירון
2/18/2025,24001061,קונקטור DC 2.1/5.5mm זכר למצלמות אבטחה עם חיבור הברגה ללא ה,50,יח',50,יח',GR25000236,קבלות סחורה מספק,Main,0,PO25000276,2030139,"דגן מולטימדיה בע""מ"
2/18/2025,25000000,פס הארקה לעמוד (7  ברגים),300,יח',300,יח',GR25000234,קבלות סחורה מספק,Main,0,PO25000269,2030420,"נ.חן חשמל בע""מ"
2/18/2025,26000078,כבל רשת 1 מ' מסוכך (9729),15,יח',15,יח',GR25000236,קבלות סחורה מספק,Main,0,PO25000146,2030139,"דגן מולטימדיה בע""מ"
2/18/2025,26000912,קיסטון לשקע CAT-6A,10,יח',10,יח',GR25000236,קבלות סחורה מספק,Main,0,PO25000247,2030139,"דגן מולטימדיה בע""מ"
2/18/2025,26000912,קיסטון לשקע CAT-6A,20,יח',20,יח',GR25000236,קבלות סחורה מספק,Main,0,PO25000311,2030139,"דגן מולטימדיה בע""מ"
2/18/2025,26000912,קיסטון לשקע CAT-6A,20,יח',20,יח',GR25000236,קבלות סחורה מספק,Main,0,PO25000325,2030139,"דגן מולטימדיה בע""מ"
2/18/2025,30000034,אום ניילוק M6 D-985,50,יח',50,יח',GR25000240,קבלות סחורה מספק,Main,0,PO25000334,2030337,"טכנו-בורג בע""מ"
2/18/2025,30000136,בורג נירוסטה M6X65 D931,50,יח',50,יח',GR25000240,קבלות סחורה מספק,Main,0,PO25000334,2030337,"טכנו-בורג בע""מ"
2/18/2025,30000143,דיסקה נירוסטה M6 D9021B,100,יח',100,יח',GR25000240,קבלות סחורה מספק,Main,0,PO25000334,2030337,"טכנו-בורג בע""מ"
2/18/2025,38000006,מגשר רשת 2 מ',15,יח',15,יח',GR25000236,קבלות סחורה מספק,Main,0,PO25000146,2030139,"דגן מולטימדיה בע""מ"
2/18/2025,38000006,מגשר רשת 2 מ',15,יח',15,יח',GR25000236,קבלות סחורה מספק,Main,0,PO25000147,2030139,"דגן מולטימדיה בע""מ"
2/19/2025,28000037,מצבר PLH62FT 12V62AH,200,יח',200,יח',GR25000243,קבלות סחורה מספק,Main,0,PO24000604,2030111,"מפעלי ע.שנפ ושות' בע""מ"
2/20/2025,14000014,"שוט ג'בו ""4.0X4",15,יח',15,יח',GR25000258,קבלות סחורה מספק,Main,0,PO24000722,2030228,"מטלאור (עין איילה) בע""מ"
2/20/2025,14000015,"שוט ג'בו  ""4.5X4",10,יח',10,יח',GR25000258,קבלות סחורה מספק,Main,0,PO24000722,2030228,"מטלאור (עין איילה) בע""מ"
2/20/2025,14000292,עמוד תנועה 4.4 מ' - סטנדר בצבע RAL 7024,2,יח',2,יח',GR25000256,קבלות סחורה מספק,Main,0,PO25000219,2030228,"מטלאור (עין איילה) בע""מ"
2/20/2025,14000353,"עמוד לחצן הולך רגל  ""3.0X4 עם דלת כולל פלטה RAL 7024",1,יח',1,יח',GR25000257,קבלות סחורה מספק,Main,0,PO24000757,2030228,"מטלאור (עין איילה) בע""מ"
2/20/2025,16000200,מאורר X1232 ABHT כולל רשת מגן ממתכת חיבור מהיר,20,יח',20,יח',GR25000252,קבלות סחורה מספק,Main,0,PO25000306,2030420,"נ.חן חשמל בע""מ"
2/20/2025,16000200,מאורר X1232 ABHT כולל רשת מגן ממתכת חיבור מהיר,30,יח',30,יח',GR25000250,קבלות סחורה מספק,Main,0,PO25000319,2030420,"נ.חן חשמל בע""מ"
2/20/2025,17000009,22X1.5+1X2.5+1X4 כבל,1000,יח',1000,יח',GR25000264,קבלות סחורה מספק,Main,0,PO24000567,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000010,14X1.5+1X2.5+1X4 כבל,984,יח',984,יח',GR25000264,קבלות סחורה מספק,Main,0,PO24000567,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000026,כבל טוויסטד 2X14  בילדין,500,יח',500,יח',GR25000265,קבלות סחורה מספק,Main,0,PO25000340,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000041,חוט חשמל גמיש 0.75 אדום,100,יח',100,יח',GR25000272,קבלות סחורה מספק,Main,0,PO25000333,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000059,כבל CAT-7 חיצוני (OUTDOOR),500,יח',500,יח',GR25000265,קבלות סחורה מספק,Main,0,PO25000340,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000114,חוט חשמל 1.5 ממ''ר חום גמיש,100,יח',100,יח',GR25000272,קבלות סחורה מספק,Main,0,PO25000333,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000130,חוט חשמל 1.5 ממ''ר כחול גמיש,100,יח',100,יח',GR25000272,קבלות סחורה מספק,Main,0,PO25000333,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000131,"חוט חשמל 2.5 ממ""ר  צ/י גמיש",300,יח',300,יח',GR25000273,קבלות סחורה מספק,Main,0,PO25000347,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000155,חוט חשמל גמיש 0.75 שחור,100,יח',100,יח',GR25000272,קבלות סחורה מספק,Main,0,PO25000333,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000173,חוט חשמל 1.5 צ/י גמיש,100,יח',100,יח',GR25000272,קבלות סחורה מספק,Main,0,PO25000333,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,17000188,כבל NYY 3X2.5,500,יח',500,יח',GR25000265,קבלות סחורה מספק,Main,0,PO25000340,2030103,"ג.ברס שיווק (1983) בע""מ"
2/20/2025,19000041,"מדבקה ""אריאל וימאזור"" 30X30 סמ'",300,יח',300,יח',GR25000255,קבלות סחורה מספק,Main,0,PO25000268,2030464,כץ שלום יוסף-קארן הדפסות
2/20/2025,19000099,סרט ניילון צהוב זהירות,4,יח',4,יח',GR25000271,קבלות סחורה מספק,Main,0,PO25000361,2030420,"נ.חן חשמל בע""מ"
2/20/2025,19000099,סרט ניילון צהוב זהירות,4,יח',4,יח',GR25000271,קבלות סחורה מספק,Main,0,PO25000361,2030420,"נ.חן חשמל בע""מ"
2/20/2025,19000307,תעלה מחורצת  25X60,90,יח',90,יח',GR25000249,קבלות סחורה מספק,Main,0,PO25000316,2030071,"ארכה בע""מ"
2/20/2025,19000977,ג'ל חשמלאים,6,יח',6,יח',GR25000253,קבלות סחורה מספק,Main,0,PO25000298,2030420,"נ.חן חשמל בע""מ"
2/20/2025,20000412,"ביט פיליפס 7 ס""מ",10,יח',10,יח',GR25000267,קבלות סחורה מספק,Main,0,PO25000226,2030325,"קמחי כלי עבודה (1994) בע""מ"
2/20/2025,22001036,אינטרקום אנטיואנדלי חיצוני כולל לחצן 1 + כתובת IP 1,2,יח',2,יח',GR25000266,קבלות סחורה מספק,Main,0,PO25000341,2030568,"סאר טכנולוגיות בע""מ"
2/20/2025,22002891,ספק כח PLANET IPOE-171-95W  כולל כבל מתח,27,יח',27,יח',GR25000259,קבלות סחורה מספק,Main,0,PO25000348,2030406,"אוקטביוס תקשורת בע""מ"
2/20/2025,25000028,מהדק מס' 2 למוליכי חשמל,200,יח',200,יח',GR25000251,קבלות סחורה מספק,Main,0,PO25000360,2030420,"נ.חן חשמל בע""מ"
2/20/2025,25000134,נעל כבל 10 ממ' חור 8 ממ' תקן DIN,100,יח',100,יח',GR25000268,קבלות סחורה מספק,Main,0,PO25000353,2030420,"נ.חן חשמל בע""מ"
2/20/2025,25000134,נעל כבל 10 ממ' חור 8 ממ' תקן DIN,300,יח',300,יח',GR25000268,קבלות סחורה מספק,Main,0,PO25000353,2030420,"נ.חן חשמל בע""מ"
2/20/2025,25000139,"נעל כבל 25 ממ""ר חור 8 תקן DIN",200,יח',200,יח',GR25000268,קבלות סחורה מספק,Main,0,PO25000353,2030420,"נ.חן חשמל בע""מ"
2/20/2025,25000139,"נעל כבל 25 ממ""ר חור 8 תקן DIN",300,יח',300,יח',GR25000268,קבלות סחורה מספק,Main,0,PO25000353,2030420,"נ.חן חשמל בע""מ"
2/20/2025,25000245,נעל כבל 35 ממ' חור 8 ממ' תקן DIN,50,יח',50,יח',GR25000268,קבלות סחורה מספק,Main,0,PO25000353,2030420,"נ.חן חשמל בע""מ"
2/20/2025,25000257,"גוף תאורה ""לייזר לד"" 30 ס''מ 5000K 4W",30,יח',30,יח',GR25000250,קבלות סחורה מספק,Main,0,PO25000319,2030420,"נ.חן חשמל בע""מ"
2/20/2025,25000271,"מהדק הארקה 4 ממ""ר SL4/35-1212.2",60,יח',60,יח',GR25000248,קבלות סחורה מספק,Main,0,PO25000315,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25000588,כבל מאריך עם מפצל ל-6 שקעים,1,יח',1,יח',GR25000269,קבלות סחורה מספק,Main,0,PO25000372,2030420,"נ.חן חשמל בע""מ"
2/20/2025,25000633,מפסק גבול זרוע קצרה N.O/N.C TLS-121,5,יח',5,יח',GR25000246,קבלות סחורה מספק,Main,0,PO25000349,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25000639,מפסק גבול זרוע מתכווננת TLS-131  NO-NC,5,יח',5,יח',GR25000246,קבלות סחורה מספק,Main,0,PO25000349,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25000639,מפסק גבול זרוע מתכווננת TLS-131  NO-NC,5,יח',5,יח',GR25000247,קבלות סחורה מספק,Main,0,PO25000352,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25000647,מפסק גבול זרוע מתכווננת N.C/N.C. FT139J02,5,יח',5,יח',GR25000247,קבלות סחורה מספק,Main,0,PO25000352,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25000891,טרמוסטט ללוח מ 0-60 מעלות,30,יח',30,יח',GR25000244,קבלות סחורה מספק,Main,0,PO25000292,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25001035,סופית חוט נלחצת אפורה+בידוד 0.75-8 E (שקית 100 יח'),5,יח',5,יח',GR25000245,קבלות סחורה מספק,Main,0,PO25000318,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25001037,סופית חוט נלחצת שחורה+בידוד 1.5-8 E (שקית 100 יח'),7,יח',7,יח',GR25000245,קבלות סחורה מספק,Main,0,PO25000318,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25001171,סופית חוט נלחצת אפורה + בידוד כפולה - TE 0.75-8 (שקית 100 י,2,יח',2,יח',GR25000245,קבלות סחורה מספק,Main,0,PO25000318,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,25001299,סופית חוט נלחצת שחורה + בידוד כפולה - TE 1.50-8 (שקית 100 י,3,יח',3,יח',GR25000245,קבלות סחורה מספק,Main,0,PO25000318,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
2/20/2025,31000054,צבע אפור מט (חד ודי) RAL  7040,2,יח',2,יח',GR25000254,קבלות סחורה מספק,Main,0,PO25000337,2030231,"מעודד צבעים בע""מ"
2/20/2025,32000020,פילטר מוגן מפלסטיק FB9803 150X150 מ''מ,20,יח',20,יח',GR25000252,קבלות סחורה מספק,Main,0,PO25000306,2030420,"נ.חן חשמל בע""מ"
2/20/2025,33000040,"תקתקן אקוסטי 220V דגם ""מנורה""",6,יח',6,יח',GR25000260,קבלות סחורה מספק,Main,0,PO24000672,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
2/20/2025,33000040,"תקתקן אקוסטי 220V דגם ""מנורה""",27,יח',27,יח',GR25000261,קבלות סחורה מספק,Main,0,PO24000672,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
2/20/2025,33000177,אקסטרוזיה פנימית MATU101-103,5,יח',5,יח',GR25000262,קבלות סחורה מספק,Main,0,PO24000761,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
2/20/2025,34000113,בריכת הארקה קומפלט פלסטי כולל מכסה,30,יח',30,יח',GR25000270,קבלות סחורה מספק,Main,0,PO25000323,2030420,"נ.חן חשמל בע""מ"
2/23/2025,25001213,ממיר תדר מחד פאזי לתלת פאזי VFD7A5MS21ANSAA,1,יח',1,יח',GR25000277,קבלות סחורה מספק,Main,0,PO25000356,2030002,"אנסיטק בע""מ"
2/23/2025,25001213,ממיר תדר מחד פאזי לתלת פאזי VFD7A5MS21ANSAA,2,יח',2,יח',GR25000277,קבלות סחורה מספק,Main,0,PO25000356,2030002,"אנסיטק בע""מ"
2/23/2025,25001213,ממיר תדר מחד פאזי לתלת פאזי VFD7A5MS21ANSAA,3,יח',3,יח',GR25000278,קבלות סחורה מספק,Main,0,PO25000257,2030002,"אנסיטק בע""מ"
2/23/2025,26001091,ראוטר סלולרי RUT200 4G,5,יח',5,יח',GR25000281,קבלות סחורה מספק,Main,0,PO25000324,2030555,"בנדא מגנטיק בע""מ"
2/23/2025,26001091,ראוטר סלולרי RUT200 4G,10,יח',10,יח',GR25000282,קבלות סחורה מספק,Main,0,PO25000295,2030555,"בנדא מגנטיק בע""מ"
